DATE AQI PM2p5 PM10 SO2 CO NO2 O3_8h
20171009 40 28 10 3 0.6 30 35
20171010 25 6 11 4 0.4 20 40
20171011 37 11 23 3 0.4 29 42
20171012 50 21 38 3 0.5 40 38
20171013 63 38 55 2 0.8 50 49
20171014 54 15 34 3 0.6 43 24
20171015 69 50 71 3 1 42 45
20171016 57 40 60 4 0.9 42 56
20171017 93 69 80 3 1.2 49 47
20171018 90 67 58 3 1.2 46 26
20171019 77 56 52 2 1.2 38 54
20171020 129 98 96 2 1.4 48 55
20171021 97 72 66 3 1.3 38 69
20171022 57 39 58 4 1 45 25
20171023 52 36 47 2 0.6 39 50
20171024 94 70 69 3 1 47 63
20171025 144 110 104 3 1.3 56 34
20171026 202 152 132 3 1.6 69 24
20171027 220 170 146 3 1.6 68 44
20171028 59 42 38 2 0.6 26 55
20171029 35 8 25 3 0.4 28 56
20171030 59 18 44 4 0.5 47 43
20171031 92 62 106 5 1 73 9
20171101 99 64 100 3 1 79 29
20171102 72 51 86 6 0.9 57 55
20171103 39 8 29 2 0.4 31 61
20171104 69 37 64 5 0.8 55 44
20171105 133 101 119 7 1.3 71 36
20171106 202 152 165 5 1.5 71 53
20171107 107 80 71 3 0.9 44 64
20171108 65 20 47 6 0.8 52 29
20171109 79 52 93 6 1.4 63 20
20171110 37 7 37 2 0.3 15 57
20171111 47 18 39 4 0.4 37 36
20171112 80 56 93 6 1 64 14
20171113 60 26 69 3 0.6 30 61
20171114 34 10 30 3 0.5 27 61
20171115 48 16 39 3 0.5 38 58
20171116 92 58 88 10 1.3 73 19
20171117 54 22 58 4 0.6 31 64
20171118 57 40 63 7 0.6 36 59
20171119 120 91 120 8 1.3 74 17
20171120 138 105 133 10 1.8 85 28
20171121 152 116 160 12 1.8 86 47
20171122 33 7 33 3 0.3 18 61
20171123 30 7 30 3 0.4 21 54
20171124 51 21 51 7 0.6 35 50
20171125 74 39 79 8 1 59 26
20171126 33 12 31 3 0.4 26 61
20171127 94 70 97 10 1.4 72 13
20171128 63 37 75 4 0.8 38 64
20171129 45 14 36 4 0.5 36 43
20171130 55 26 53 7 0.7 44 58
20171201 98 73 106 11 1.3 71 23
20171202 202 152 188 17 2.3 108 11
20171203 67 48 58 6 0.8 39 63
20171204 30 6 22 2 0.4 17 60
20171205 63 26 52 7 0.7 50 44
20171206 54 24 54 8 0.8 43 58
20171207 27 9 26 5 0.4 21 51
20171208 57 23 50 6 0.8 45 38
20171209 74 34 63 9 1 59 25
20171210 46 7 46 3 0.3 15 69
20171211 33 6 21 3 0.3 17 66
20171212 42 14 29 5 0.6 33 35
20171213 65 32 50 8 0.9 52 22
20171214 97 72 86 19 1.8 70 13
20171215 51 33 52 7 0.8 34 57
20171216 36 8 36 3 0.3 12 64
20171217 68 28 54 7 0.8 54 56
20171218 47 12 47 4 0.4 21 63
20171219 65 38 72 9 0.8 52 33
20171220 53 20 43 5 0.6 42 64
20171221 98 51 76 13 1.3 78 20
20171222 72 36 62 9 1.1 57 62
20171223 79 32 58 11 1 63 19
20171224 49 13 49 4 0.4 16 73
20171225 62 31 51 10 0.7 49 43
20171226 59 23 43 7 0.7 47 47
20171227 99 74 85 11 1.5 71 15
20171228 143 109 123 13 1.9 70 19
20171229 225 175 192 6 2.9 86 11
20171230 145 111 77 5 2 62 52
20171231 64 33 67 6 0.9 51 35
20180101 59 36 67 11 1.2 47 44
20180102 48 26 48 7 0.9 35 50
20180103 29 11 28 5 0.5 23 55
20180104 45 15 29 5 0.5 36 42
20180105 68 33 57 9 1 54 39
20180106 52 16 30 6 0.6 41 53
20180107 59 38 57 11 0.9 47 55
20180108 55 12 60 4 0.3 12 66
20180109 35 7 35 3 0.3 14 69
20180110 34 6 23 3 0.3 10 68
20180111 34 12 25 5 0.5 27 61
20180112 94 59 88 12 1.4 75 23
20180113 135 103 129 16 1.8 86 18
20180114 175 132 106 13 1.8 77 46
20180115 64 32 57 9 1 51 45
20180116 114 45 178 6 0.8 46 60
20180117 76 41 101 9 1.1 54 67
20180118 100 63 106 12 1.3 80 21
20180119 104 78 119 16 1.6 79 40
20180120 65 30 74 10 0.9 52 35
20180121 64 37 77 21 1.3 48 32
20180122 50 23 50 5 0.7 28 71
20180123 33 10 30 4 0.4 16 66
20180124 40 18 34 6 0.5 32 72
20180125 37 9 22 4 0.4 29 68
20180126 58 27 40 8 0.6 46 45
20180127 108 81 94 15 1.5 73 15
20180128 57 11 64 3 0.4 16 72
20180129 55 8 60 4 0.4 22 67
20180130 37 10 35 6 0.4 26 74
20180131 62 21 73 7 0.5 32 71
20180201 67 30 83 11 0.8 39 70
20180202 37 8 29 5 0.4 12 74
20180203 36 8 20 5 0.4 22 71
20180204 44 19 37 9 0.6 35 60
20180205 37 7 18 3 0.3 17 73
20180206 72 44 58 14 0.9 57 46
20180207 50 32 50 9 0.7 35 83
20180208 73 52 82 12 1 58 54
20180209 79 40 108 9 0.7 35 81
20180210 43 10 43 4 0.4 13 81
20180211 66 9 82 5 0.3 7 80
20180212 52 12 54 6 0.4 17 79
20180213 80 59 81 14 1.2 62 55
20180214 40 13 34 4 0.4 19 80
20180215 73 53 68 13 0.6 24 87
20180216 105 79 102 15 0.6 26 93
20180217 110 83 94 12 1.4 38 54
20180218 152 116 119 16 1.9 50 88
20180219 188 141 128 26 2.2 46 76
20180220 64 46 43 7 0.7 23 92
20180221 48 33 43 7 0.6 29 88
20180222 46 17 46 6 0.5 31 82
20180223 53 23 55 6 0.6 32 86
20180224 62 30 74 11 0.7 23 71
20180225 82 60 74 11 0.9 47 72
20180226 165 125 130 22 1.7 75 94
20180227 219 169 180 13 2 56 72
20180228 117 88 125 10 1.1 37 80
20180301 50 17 50 4 0.4 18 87
20180302 105 79 105 19 1.1 56 71
20180303 221 171 200 19 2 79 57
20180304 129 58 207 7 0.9 38 51
20180305 90 48 129 9 0.9 45 71
20180306 63 45 65 12 0.9 41 69
20180307 65 47 64 10 0.8 50 48
20180308 63 45 63 6 0.7 37 76
20180309 138 105 114 13 1.3 72 79
20180310 156 119 121 16 1.5 63 110
20180311 87 64 78 18 1.4 50 65
20180312 195 146 118 11 1.7 75 88
20180313 294 244 217 11 2.1 100 153
20180314 288 238 0 17 2.6 79 82
20180315 54 20 58 3 0.4 18 93
20180316 56 32 62 8 0.6 30 95
20180317 83 61 58 5 0.9 62 29
20180318 138 105 0 3 1 56 88
20180319 94 70 49 4 0.8 47 97
20180320 46 23 46 4 0.5 34 87
20180321 80 59 82 9 0.9 56 75
20180322 114 86 106 8 1 67 106
20180323 144 110 133 11 1.4 90 64
20180324 120 91 101 10 1.2 63 118
20180325 78 57 95 7 0.7 59 128
20180326 160 122 147 13 1.1 76 140
20180327 249 199 224 12 1.4 103 119
20180328 500 144 917 6 0.9 52 75
20180329 110 39 170 13 0.9 46 88
20180330 69 43 84 8 0.6 55 104
20180331 134 102 155 13 1.1 84 120
